5.976842822899999737e+04 2.303104897828186282e+01
5.977440137040000263e+04 2.307238162529210257e+01
5.978738057760000083e+04 2.320556372001500378e+01
5.979338476039999659e+04 2.364396155154384260e+01
5.979733819059999951e+04 2.354148089266282184e+01
5.980833815360000153e+04 2.350170713919108323e+01
5.982026301170000079e+04 2.390726734975340406e+01
5.982426074179999705e+04 2.400833719521283172e+01
5.982622672739999689e+04 2.342948183995206080e+01
5.984520859460000065e+04 2.379313875051857963e+01
5.986814616489999753e+04 2.411177864029672335e+01
5.987412882759999775e+04 2.404855538498880563e+01
5.988011695599999803e+04 2.427514214455909780e+01
5.988610735459999705e+04 2.346352336555650453e+01
5.990205211940000299e+04 2.353149946126073999e+01
5.991804056619999756e+04 2.345288204623190964e+01
6.016334117690000130e+04 2.343521702118588124e+01
6.017527324909999879e+04 2.380197624610356399e+01
6.017527418020000187e+04 2.379324749256606353e+01
6.018226787340000010e+04 2.324392844115230972e+01
6.019624363979999907e+04 2.347758139367348562e+01
6.019624409020000166e+04 2.346421402247625565e+01
6.020620527220000076e+04 2.388050876736206973e+01
6.021517395319999923e+04 2.250457261342843651e+01
6.022114043600000150e+04 2.369217529453898052e+01
6.022114089370000147e+04 2.371692580057182198e+01
6.023615968889999931e+04 2.361446886394671552e+01
6.024411273480000091e+04 2.285763310886818900e+01
6.024811840569999913e+04 2.323378116955198891e+01
6.026407891799999925e+04 2.393840444008629476e+01
6.027705580190000182e+04 2.320537909809497279e+01
6.050840564099999756e+04 2.311784258557197447e+01
6.052732009739999921e+04 2.345607843388191682e+01
6.053931255840000085e+04 2.361834654808463441e+01
6.054333088210000278e+04 2.261854598302265273e+01
6.055527074700000230e+04 2.385030326338375062e+01
6.057123476189999928e+04 2.257493536348178864e+01
6.057818884879999678e+04 2.342005178482596506e+01
6.059014691840000160e+04 2.384981205309512120e+01
6.059416506600000139e+04 2.389129819964380275e+01
6.060712897399999929e+04 2.424130275988349581e+01
6.061509171610000340e+04 2.411829528942970313e+01
6.062906100780000270e+04 2.279843929144471915e+01
6.063307411909999792e+04 2.388375533650048865e+01
6.064804355709999800e+04 2.390749954101072206e+01
6.086242180489999737e+04 2.387978076277640938e+01
6.087838087149999774e+04 2.363618295114389412e+01
6.088239998039999773e+04 2.370381560703748036e+01
6.088937791450000077e+04 2.378491011546705280e+01
6.089535918200000015e+04 2.319232256178541007e+01
6.089536078930000076e+04 2.325955149304967406e+01
6.090332217430000310e+04 2.372264335324028295e+01
6.090332261679999647e+04 2.371669841443309679e+01
6.093322174649999943e+04 2.405810254779756008e+01
6.093718819919999805e+04 2.395511284891277271e+01
6.094218308429999888e+04 2.366860268745500306e+01
6.094620646229999693e+04 2.382789033137764179e+01
6.095614725729999918e+04 2.287581643238598161e+01
6.096016490389999672e+04 2.353127349807747848e+01
6.099007576880000124e+04 2.400236883414812183e+01
6.099605238660000032e+04 2.386279240006754065e+01
6.099805268169999908e+04 2.375367109507358165e+01
6.123640526949999912e+04 2.388578634360992581e+01
6.125737351749999652e+04 2.330657361260727356e+01
6.125737466220000351e+04 2.329323460836119253e+01
6.126731480590000137e+04 2.375813435622926306e+01
6.127333736559999670e+04 2.354148601897832194e+01
6.128525463560000208e+04 2.359565931824666407e+01
6.129820214700000361e+04 2.403074455560350486e+01
6.130818743649999669e+04 2.274011266174563772e+01
6.131018467650000093e+04 2.236606167773229714e+01
6.131417083180000191e+04 2.335410607789697579e+01
6.132014737980000064e+04 2.387749694469257733e+01
6.132214438930000324e+04 2.371151121365629422e+01
6.132713567709999916e+04 2.375807395357467300e+01
6.133115181380000286e+04 2.387169910358594649e+01
6.133611425220000092e+04 2.307664873543595618e+01
6.135105874829999811e+04 2.375500221872557205e+01
6.135105918769999698e+04 2.374999217493043346e+01
6.136805619750000187e+04 2.306794486247436993e+01
6.137205550490000314e+04 2.372541898816575312e+01
6.159735798549999890e+04 2.375101189830476400e+01
6.161835697179999988e+04 2.377823342683609553e+01
6.162337357429999975e+04 2.391989458419423542e+01
6.164327447419999953e+04 2.343748880209026808e+01
6.167719003839999641e+04 2.369884211229403093e+01
6.167918565539999690e+04 2.345557652977251095e+01
6.168318421919999673e+04 2.386524884823422354e+01
6.168514712159999908e+04 2.378059691132505193e+01
6.169016414010000153e+04 2.304541253247332122e+01
6.169115321370000311e+04 2.264342409611377605e+01
6.169515096780000022e+04 2.321977577079926292e+01
6.170413158310000290e+04 2.393397108065943257e+01
6.171209099730000162e+04 2.359518048015006642e+01
6.172506262799999968e+04 2.343911442105507348e+01
6.173305308009999862e+04 2.395970658115932039e+01
6.195942288410000037e+04 2.302754152243847585e+01
6.196141765229999874e+04 2.289057448619725221e+01
6.196640556220000144e+04 2.322652970489297530e+01
6.197738298670000222e+04 2.332746514421403106e+01
6.198036695080000209e+04 2.321184424435807259e+01
6.198436298610000085e+04 2.340482536092652310e+01
6.199130653419999726e+04 2.314423577668906518e+01
6.199130700849999994e+04 2.315919380558294449e+01
6.199330690450000111e+04 2.310251523503941584e+01
6.200031438930000149e+04 2.408143721208418242e+01
6.201226141300000018e+04 2.382585910391676620e+01
6.201424185089999810e+04 2.331649289369819300e+01
6.202224361749999662e+04 2.339022148107749999e+01
6.203418706779999775e+04 2.387060783330173308e+01
6.204018587929999921e+04 2.307606384648316933e+01
6.204518806459999905e+04 2.273174078028138823e+01
