 5.335359e-11 6.138354e-11 6.309064e-11 4.686463e-11 5.084079e-11 6.027167e-11 7.517487e-11 7.073221e-11 6.085220e-11 7.343450e-11 6.262897e-11 6.082423e-11 6.972666e-11 8.042057e-11 7.521561e-11 7.093183e-11 5.455273e-11 7.419777e-11 1.116035e-10 6.191609e-11 6.579172e-11 6.589298e-11 6.700123e-11 5.954288e-11 6.276639e-11 6.423699e-11 6.457161e-11 6.800293e-11 6.925535e-11 6.881103e-11 8.128847e-11 6.803933e-11 6.409909e-11 5.782758e-11 6.748894e-11 6.957261e-11 5.765449e-11 5.379260e-11 6.149492e-11 5.718365e-11 7.225826e-11 6.994412e-11 6.049491e-11 7.428166e-11 7.582145e-11 8.217758e-11 6.420155e-11 6.039583e-11 6.279700e-11 6.286764e-11 6.785153e-11 6.851257e-11 6.024877e-11 6.028517e-11 5.318338e-11 6.112775e-11 6.469938e-11 5.414819e-11 6.218128e-11 6.756585e-11 6.176373e-11 5.208694e-11 4.612957e-11 5.798308e-11 6.862347e-11 5.639098e-11 4.770697e-11 4.930847e-11 5.340976e-11 5.513108e-11 5.374920e-11 5.136297e-11 5.421835e-11 6.351953e-11 5.246351e-11
 4.760137e-11 5.447823e-11 5.556889e-11 4.131179e-11 4.464016e-11 5.209538e-11 5.634782e-11 5.310865e-11 4.489065e-11 5.333816e-11 4.362280e-11 4.242583e-11 4.851965e-11 5.581238e-11 5.236395e-11 4.960235e-11 3.852705e-11 5.188564e-11 7.705820e-11 4.487233e-11 4.761439e-11 4.768527e-11 4.853291e-11 4.337882e-11 4.567175e-11 4.676578e-11 4.702061e-11 4.949941e-11 5.039889e-11 5.010356e-11 5.966487e-11 5.027063e-11 4.746420e-11 4.303263e-11 5.006113e-11 5.158115e-11 4.300129e-11 4.024741e-11 4.593911e-11 4.382434e-11 5.507877e-11 5.349366e-11 4.660980e-11 5.711012e-11 5.849779e-11 6.526327e-11 5.161707e-11 4.864670e-11 5.070096e-11 5.075689e-11 5.657348e-11 5.711495e-11 5.049556e-11 5.052546e-11 4.471225e-11 5.139263e-11 5.438662e-11 4.590151e-11 5.398209e-11 5.902190e-11 5.404332e-11 4.574528e-11 4.061868e-11 5.102064e-11 6.028445e-11 5.056596e-11 4.291932e-11 4.435376e-11 4.809463e-11 4.970915e-11 4.849410e-11 4.637909e-11 4.899434e-11 5.731336e-11 4.744563e-11
 8.312961e-11 9.605569e-11 9.842336e-11 7.201260e-11 7.825638e-11 9.262872e-11 1.024868e-10 9.624470e-11 8.017853e-11 9.597156e-11 6.809936e-11 6.599110e-11 7.485254e-11 8.551560e-11 7.971131e-11 7.443379e-11 5.700983e-11 7.741332e-11 1.157854e-10 5.647053e-11 5.976612e-11 5.985725e-11 6.026830e-11 5.287841e-11 5.552284e-11 5.630250e-11 5.641388e-11 5.883193e-11 5.974346e-11 5.918512e-11 6.462079e-11 5.410890e-11 5.097531e-11 4.587282e-11 5.320773e-11 5.476319e-11 4.553747e-11 4.248079e-11 4.825398e-11 4.462184e-11 5.607878e-11 5.441073e-11 4.735957e-11 5.802768e-11 5.943006e-11 6.633802e-11 5.245845e-11 4.943577e-11 5.153294e-11 5.158983e-11 5.759856e-11 5.815087e-11 5.140685e-11 5.143723e-11 4.551071e-11 5.232802e-11 5.538398e-11 4.673926e-11 5.503803e-11 6.020441e-11 5.511758e-11 4.664259e-11 4.140726e-11 5.203800e-11 6.150794e-11 5.160406e-11 4.378770e-11 4.525420e-11 4.908186e-11 5.073496e-11 4.949290e-11 4.733064e-11 5.000737e-11 5.851756e-11 4.842443e-11
 5.822344e-11 6.682572e-11 6.820375e-11 5.040323e-11 5.455297e-11 6.388477e-11 6.940819e-11 6.533704e-11 5.506430e-11 6.567914e-11 5.372726e-11 5.222532e-11 5.991608e-11 6.914927e-11 6.479292e-11 6.132110e-11 4.737910e-11 6.421674e-11 9.622397e-11 5.556358e-11 5.904023e-11 5.913015e-11 6.022008e-11 5.371473e-11 5.662242e-11 5.802358e-11 5.835194e-11 6.151397e-11 6.266128e-11 6.229121e-11 7.469560e-11 6.270756e-11 5.913666e-11 5.351897e-11 6.248480e-11 6.443033e-11 5.350065e-11 5.001123e-11 5.727310e-11 5.476102e-11 6.919025e-11 6.717481e-11 5.837243e-11 7.188676e-11 7.371271e-11 8.277691e-11 6.516081e-11 6.132954e-11 6.400820e-11 6.408028e-11 7.192388e-11 7.262905e-11 6.404605e-11 6.408486e-11 5.655274e-11 6.523941e-11 6.914180e-11 5.815859e-11 6.891277e-11 7.559628e-11 6.907237e-11 5.824056e-11 5.157247e-11 6.516371e-11 7.732315e-11 6.477074e-11 5.476777e-11 5.664628e-11 6.157038e-11 6.370926e-11 6.211788e-11 5.934688e-11 6.279483e-11 7.375128e-11 6.076685e-11
 4.718671e-11 5.399800e-11 5.507901e-11 4.095860e-11 4.425588e-11 5.164191e-11 5.586783e-11 5.265903e-11 4.451890e-11 5.288999e-11 4.327829e-11 4.209193e-11 4.813392e-11 5.536373e-11 5.194615e-11 4.920987e-11 3.822980e-11 5.147387e-11 7.642271e-11 4.453505e-11 4.725494e-11 4.732533e-11 4.816695e-11 4.305602e-11 4.533038e-11 4.641597e-11 4.666911e-11 4.912814e-11 5.002039e-11 4.972747e-11 5.921597e-11 4.989961e-11 4.711632e-11 4.272115e-11 4.969372e-11 5.120169e-11 4.269054e-11 3.995884e-11 4.560642e-11 4.351214e-11 5.467713e-11 5.310455e-11 4.627542e-11 5.669233e-11 5.807011e-11 6.479606e-11 5.125955e-11 4.831184e-11 5.035284e-11 5.040829e-11 5.620848e-11 5.674609e-11 5.017589e-11 5.020578e-11 4.443308e-11 5.106885e-11 5.404260e-11 4.562016e-11 5.366651e-11 5.868125e-11 5.373474e-11 4.548950e-11 4.039471e-11 5.073471e-11 5.994115e-11 5.029450e-11 4.269319e-11 4.411919e-11 4.783908e-11 4.944396e-11 4.823590e-11 4.613343e-11 4.873325e-11 5.700308e-11 4.719370e-11
 5.042589e-11 5.776780e-11 5.895344e-11 4.375877e-11 4.731256e-11 5.530056e-11 6.019501e-11 5.671282e-11 4.793503e-11 5.705082e-11 4.697721e-11 4.568333e-11 5.232923e-11 6.029241e-11 5.654840e-11 5.357032e-11 4.153527e-11 5.607371e-11 8.357199e-11 4.878918e-11 5.180681e-11 5.188468e-11 5.284466e-11 4.722673e-11 4.975496e-11 5.098568e-11 5.127594e-11 5.403609e-11 5.503634e-11 5.472197e-11 6.572880e-11 5.531889e-11 5.221255e-11 4.733257e-11 5.517303e-11 5.687483e-11 4.734004e-11 4.429903e-11 5.067227e-11 4.864164e-11 6.129265e-11 5.954385e-11 5.184586e-11 6.370926e-11 6.532957e-11 7.340509e-11 5.796452e-11 5.459588e-11 5.696017e-11 5.702358e-11 6.398265e-11 6.460271e-11 5.705516e-11 5.708939e-11 5.045241e-11 5.810893e-11 6.154434e-11 5.187190e-11 6.132062e-11 6.717119e-11 6.143730e-11 5.189962e-11 4.601795e-11 5.798067e-11 6.865939e-11 5.749706e-11 4.869878e-11 5.034705e-11 5.464771e-11 5.650260e-11 5.510288e-11 5.266867e-11 5.567400e-11 6.525941e-11 5.389048e-11
 7.517487e-11 8.674246e-11 8.886832e-11 6.523651e-11 7.084673e-11 8.380319e-11 9.682523e-11 9.096067e-11 7.710039e-11 9.305664e-11 8.176388e-11 7.943334e-11 9.203132e-11 1.072335e-10 1.002684e-10 9.490453e-11 7.254997e-11 9.974039e-11 1.524966e-10 8.566217e-11 9.117355e-11 9.131868e-11 9.278687e-11 8.191142e-11 8.643002e-11 8.828780e-11 8.866244e-11 9.319429e-11 9.485294e-11 9.409498e-11 1.036801e-10 8.575161e-11 8.044323e-11 7.155358e-11 8.316191e-11 8.555995e-11 7.042025e-11 6.520180e-11 7.377298e-11 6.165669e-11 7.782918e-11 7.465823e-11 6.375772e-11 7.758521e-11 7.826000e-11 7.935836e-11 6.148407e-11 5.781794e-11 5.988064e-11 5.994766e-11 6.351061e-11 6.412561e-11 5.644281e-11 5.647656e-11 4.986730e-11 5.728539e-11 6.061787e-11 5.086008e-11 5.932615e-11 6.489924e-11 5.937533e-11 5.018312e-11 4.451239e-11 5.603972e-11 6.632355e-11 5.574777e-11 4.726362e-11 4.886175e-11 5.305706e-11 5.488518e-11 5.353729e-11 5.118650e-11 5.412625e-11 6.341972e-11 5.240806e-11
 5.240734e-11 6.006555e-11 6.129531e-11 4.544249e-11 4.914478e-11 5.746186e-11 6.236788e-11 5.874731e-11 4.958644e-11 5.902648e-11 4.811464e-11 4.677928e-11 5.355103e-11 6.166657e-11 5.781432e-11 5.471883e-11 4.239208e-11 5.725116e-11 8.534419e-11 4.926749e-11 5.230826e-11 5.238685e-11 5.333502e-11 4.763778e-11 5.018770e-11 5.142662e-11 5.171978e-11 5.451006e-11 5.552381e-11 5.521136e-11 6.738045e-11 5.682854e-11 5.368001e-11 4.885620e-11 5.714556e-11 5.897417e-11 4.911296e-11 4.606978e-11 5.303439e-11 5.448474e-11 6.900221e-11 6.751883e-11 5.931819e-11 7.380432e-11 7.661051e-11 9.312968e-11 7.396536e-11 6.961649e-11 7.303093e-11 7.311434e-11 8.322990e-11 8.405801e-11 7.382626e-11 7.387158e-11 6.502629e-11 7.500804e-11 7.949650e-11 6.630884e-11 7.536967e-11 8.152907e-11 7.437448e-11 6.244382e-11 5.513301e-11 6.945713e-11 8.242348e-11 6.669482e-11 5.623379e-11 5.814943e-11 6.302941e-11 6.506751e-11 6.340308e-11 6.053542e-11 6.394311e-11 7.510906e-11 6.183171e-11
 4.834945e-11 5.534251e-11 5.644522e-11 4.194222e-11 4.532436e-11 5.289433e-11 5.710096e-11 5.381429e-11 4.546105e-11 5.401849e-11 4.405434e-11 4.284290e-11 4.899362e-11 5.635554e-11 5.286829e-11 5.007126e-11 3.888048e-11 5.237431e-11 7.780507e-11 4.520574e-11 4.796830e-11 4.803966e-11 4.888779e-11 4.368355e-11 4.599215e-11 4.708811e-11 4.734245e-11 4.983283e-11 5.073664e-11 5.043650e-11 5.996526e-11 5.051340e-11 4.768985e-11 4.322670e-11 5.028413e-11 5.180946e-11 4.318596e-11 4.041521e-11 4.612330e-11 4.392897e-11 5.521040e-11 5.361251e-11 4.670310e-11 5.721765e-11 5.859712e-11 6.528666e-11 5.162286e-11 4.865104e-11 5.070000e-11 5.075593e-11 5.651055e-11 5.705130e-11 5.043481e-11 5.046470e-11 4.465752e-11 5.132416e-11 5.431189e-11 4.583015e-11 5.384732e-11 5.885749e-11 5.389337e-11 4.561823e-11 4.050561e-11 5.087117e-11 6.010364e-11 5.037695e-11 4.275876e-11 4.418669e-11 4.790779e-11 4.951050e-11 4.829955e-11 4.619273e-11 4.879256e-11 5.707300e-11 4.724939e-11
 8.282922e-11 9.538959e-11 9.714659e-11 7.094846e-11 7.691813e-11 9.015232e-11 9.499518e-11 8.925164e-11 7.447043e-11 8.912097e-11 7.103598e-11 6.899064e-11 7.943889e-11 9.205591e-11 8.609564e-11 8.136175e-11 6.240910e-11 8.532900e-11 1.294214e-10 7.454637e-11 7.939766e-11 7.952206e-11 8.115563e-11 7.229780e-11 7.637088e-11 7.842345e-11 7.891501e-11 8.343072e-11 8.506453e-11 8.457827e-11 1.012737e-10 8.433357e-11 7.930436e-11 7.119220e-11 8.318795e-11 8.574342e-11 7.071028e-11 6.574833e-11 7.501094e-11 6.569601e-11 8.313636e-11 7.996927e-11 6.849039e-11 8.374630e-11 8.483816e-11 8.868413e-11 6.896436e-11 6.483897e-11 6.738937e-11 6.746580e-11 7.365606e-11 7.438002e-11 6.549881e-11 6.553859e-11 5.780203e-11 6.665576e-11 7.063819e-11 5.934423e-11 7.068737e-11 7.793743e-11 7.121872e-11 6.010026e-11 5.325426e-11 6.751136e-11 8.021059e-11 7.008877e-11 5.948960e-11 6.159039e-11 6.744362e-11 7.020208e-11 6.852029e-11 6.551906e-11 6.964879e-11 8.197049e-11 6.747857e-11
