5.984320689180000045e+04 2.347915678950022667e+01
5.985114548199999990e+04 2.316931721710422920e+01
5.986614679379999870e+04 2.312407697182892008e+01
5.987212724290000187e+04 2.380885185294577511e+01
5.987811472330000106e+04 2.362787083078607608e+01
5.990407452899999771e+04 2.327123110319298149e+01
6.013740876410000055e+04 2.309103994235035984e+01
6.013742417520000163e+04 2.322597957242688693e+01
6.018029101610000362e+04 2.361334704623769909e+01
6.020122593690000213e+04 2.321581403086415918e+01
6.053134757189999800e+04 2.367836208276730403e+01
6.053534381130000111e+04 2.374330486539177798e+01
6.055921771430000081e+04 2.343150329646027430e+01
6.058017874770000344e+04 2.311062830734183038e+01
6.058616843990000052e+04 2.325613658920144289e+01
6.060511133100000006e+04 2.338041526724538954e+01
6.061109978399999818e+04 2.396941814245447944e+01
6.061709096010000212e+04 2.327700143733240168e+01
6.063105227810000360e+04 2.238832541881419758e+01
6.088040039119999710e+04 2.361093133349397633e+01
6.088735957069999859e+04 2.347340093328823940e+01
6.088736006539999653e+04 2.346996010078157369e+01
6.090727678190000006e+04 2.342920210232278322e+01
6.093720753739999782e+04 2.368955027984080886e+01
6.094418859920000250e+04 2.356966854499189878e+01
6.096413572459999705e+04 2.351472923239998636e+01
6.097105981410000095e+04 2.350212628051896147e+01
6.099207900599999994e+04 2.338346957988716213e+01
6.099807420429999911e+04 2.334202724582748445e+01
6.100506057500000315e+04 2.335552378293541054e+01
6.124338264550000167e+04 2.295673490476684009e+01
6.126235328940000181e+04 2.334713234050162001e+01
6.126933179940000264e+04 2.347953727417919367e+01
6.129822124130000157e+04 2.370718545859721615e+01
6.131617022430000361e+04 2.335657785994190405e+01
6.132216272890000255e+04 2.328787503437885675e+01
6.132913318799999979e+04 2.370879733200773032e+01
6.134409876980000263e+04 2.386379628773418560e+01
6.137405835439999646e+04 2.355486776361878754e+01
6.162138207089999923e+04 2.366392320614176370e+01
6.162835397940000257e+04 2.313727541853285530e+01
6.165025329680000141e+04 2.320386864885340117e+01
6.168116929789999995e+04 2.352070297713797586e+01
6.170810487969999667e+04 2.305483569722377624e+01
6.174103963259999728e+04 2.300033981098165370e+01
6.198038609369999904e+04 2.275324891773250968e+01
6.203218729059999896e+04 2.328462232155694167e+01
6.203621128930000123e+04 2.342089505834864482e+01
6.206104442659999768e+04 2.332559568629823588e+01
6.206104486590000306e+04 2.332306973436494957e+01
6.232941135740000027e+04 2.307410566981526756e+01
6.232942963050000253e+04 2.305247671523439124e+01
6.235531945740000083e+04 2.333366755489857169e+01
6.235531990110000334e+04 2.333230477401904324e+01
6.236331869030000234e+04 2.361483754362371457e+01
6.238422963310000341e+04 2.329315380749393682e+01
6.239123303000000305e+04 2.316362705898293939e+01
6.243910194190000038e+04 2.355358544696435885e+01
6.268942613980000169e+04 2.317966254428351291e+01
6.276817730519999895e+04 2.297661621421939770e+01
6.277317202499999985e+04 2.317682507647906931e+01
6.279013220639999781e+04 2.356039411233506797e+01
6.280210155010000017e+04 2.383782666702716924e+01
6.282805568489999860e+04 2.330841160045111238e+01
6.283404101229999651e+04 2.292862073283799518e+01
6.306939500650000264e+04 2.332852005553296593e+01
6.309134857470000134e+04 2.370827142785875807e+01
6.309434773270000005e+04 2.363162302407411630e+01
6.312322196989999793e+04 2.344387736960856117e+01
6.314816683170000033e+04 2.336778075415919886e+01
6.315413101119999919e+04 2.342480715095770094e+01
6.316013131630000134e+04 2.352791219876590390e+01
6.318009632289999718e+04 2.340114947245010768e+01
6.318206008930000098e+04 2.304253424962019992e+01
6.318807290700000158e+04 2.347528785114112182e+01
